Year,Month,City_encoded,avg_PM25,avg_PM10,avg_NO2,avg_AQI,Day_lag1,Day_lag2,Day_lag3,Night_lag1,Night_lag2,avg_AQI_lag1,Day_roll3,Day_roll6,Day,Night
2015,12,1,64.94472972972973,50.245000000000005,11.252567567567567,118.0945945945946,68.0,71.0,71.0,64.0,71.0,120.67777777777778,70.66666666666667,71.83333333333333,73.0,67.0
2015,12,1,64.94472972972973,50.245000000000005,11.252567567567567,118.0945945945946,73.0,68.0,71.0,67.0,64.0,118.0945945945946,72.33333333333333,72.16666666666667,76.0,67.0
2015,12,1,64.94472972972973,50.245000000000005,11.252567567567567,118.0945945945946,76.0,73.0,68.0,67.0,67.0,118.0945945945946,74.66666666666667,72.33333333333333,75.0,77.0
2015,12,1,64.94472972972973,50.245000000000005,11.252567567567567,118.0945945945946,75.0,76.0,73.0,77.0,67.0,118.0945945945946,76.66666666666667,73.66666666666667,79.0,74.0
2015,12,1,64.94472972972973,50.245000000000005,11.252567567567567,118.0945945945946,79.0,75.0,76.0,74.0,77.0,118.0945945945946,76.0,74.16666666666667,74.0,71.0
2015,12,1,64.94472972972973,50.245000000000005,11.252567567567567,118.0945945945946,74.0,79.0,75.0,71.0,74.0,118.0945945945946,75.33333333333333,75.0,73.0,67.0
2015,12,1,64.94472972972973,50.245000000000005,11.252567567567567,118.0945945945946,73.0,74.0,79.0,67.0,71.0,118.0945945945946,73.0,74.83333333333333,72.0,84.0
2015,12,1,64.94472972972973,50.245000000000005,11.252567567567567,118.0945945945946,72.0,73.0,74.0,84.0,67.0,118.0945945945946,72.0,74.0,71.0,65.0
2015,12,1,64.94472972972973,50.245000000000005,11.252567567567567,118.0945945945946,71.0,72.0,73.0,65.0,84.0,118.0945945945946,70.33333333333333,72.83333333333333,68.0,62.0
2015,12,1,64.94472972972973,50.245000000000005,11.252567567567567,118.0945945945946,68.0,71.0,72.0,62.0,65.0,118.0945945945946,68.66666666666667,70.83333333333333,67.0,62.0
2016,1,1,55.99960674157303,50.245000000000005,15.882134831460672,144.7865168539326,67.0,68.0,71.0,62.0,62.0,118.0945945945946,67.0,69.5,66.0,58.0
2016,1,1,55.99960674157303,50.245000000000005,15.882134831460672,144.7865168539326,66.0,67.0,68.0,58.0,62.0,144.7865168539326,69.66666666666667,70.0,76.0,69.0
2016,1,1,55.99960674157303,50.245000000000005,15.882134831460672,144.7865168539326,76.0,66.0,67.0,69.0,58.0,144.7865168539326,71.0,69.83333333333333,71.0,63.0
